Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score
keydown,2008-10-21 18:01:02.710,2009-05,10062.89,4.0,3.67,9,Low
non-scrolling,2008-11-02 11:59:40.443,2008-11,94130.0,19.0,5.0,1,Low
appliance,2008-11-26 05:58:22.543,2008-11,3760.0,5.0,4.5,2,Low
qmdiarea,2008-11-24 19:59:32.677,2008-11,2413.0,1.0,2.0,1,Low
lineargradientbrush,2008-11-27 10:12:25.823,2008-11,646.0,0.0,1.0,1,Low
backslash,2008-11-27 10:20:00.033,2009-05,47654.2,32.6,3.8,5,Low
omap,2008-11-26 07:04:16.843,2009-06,12526.25,10.25,4.25,4,Low
assembly-resolution,2008-11-26 07:20:22.940,2009-02,5329.57,6.0,2.71,14,Low
insight,2008-11-26 07:47:58.500,2008-11,20535.0,26.0,2.0,1,Low
netui,2008-11-27 10:53:13.027,2008-11,1730.5,5.0,1.0,2,Low
robocopy,2008-11-26 08:30:16.107,2008-11,42056.25,7.25,1.5,4,Low
uitextfield,2008-11-26 08:44:36.000,2009-05,26347.7,27.03,4.9,30,Low
quoted-printable,2008-11-14 02:15:54.120,2008-11,2761.33,1.0,2.0,3,Low
basecamp,2008-11-11 02:18:41.423,2008-11,4367.33,3.33,4.0,3,Low
opencalais,2008-11-26 09:13:02.853,2008-11,1164.0,2.0,2.0,1,Low
asianfonts,2008-11-26 09:41:42.920,2008-11,9560.0,4.0,2.0,1,Low
branch-prediction,2008-11-24 20:18:32.997,2008-11,64668.0,128.0,18.0,1,Low
binary-reproducibility,2008-11-27 11:57:22.787,2008-11,2270.5,4.0,5.0,2,Low
siblings,2008-11-14 20:29:56.033,2008-11,7751.0,2.0,3.75,4,Low
jboss5.x,2008-11-05 15:16:48.047,2008-11,1061.5,0.0,1.0,2,Low
assembly.load,2008-11-20 16:08:39.710,2008-11,11981.25,18.5,3.25,4,Low
ctl,2008-11-20 16:10:47.270,2008-11,8641.25,2.5,2.0,4,Low
database-partitioning,2008-11-14 20:43:09.097,2009-01,5869.5,1.75,3.0,4,Low
pick,2008-11-26 10:35:54.667,2008-11,4996.0,2.0,6.0,1,Low
log4perl,2008-11-26 11:09:03.197,2008-11,2524.0,6.0,2.33,3,Low
pyd,2008-10-21 04:40:57.397,2008-10,11627.0,5.5,3.0,2,Low
systemcolors,2008-11-07 13:01:06.840,2008-11,2385.33,3.67,2.0,3,Low
divx,2008-11-14 20:50:15.823,2008-11,760.5,0.5,2.5,2,Low
stdvector,2008-11-11 02:41:23.187,2009-02,504386.0,295.83,10.5,6,Low
ca,2008-11-15 16:31:46.373,2008-11,49152.0,53.0,8.0,1,Low
facebook-wall,2008-11-26 12:04:24.723,2008-11,5938.5,2.5,2.5,2,Low
desktop-background,2008-11-19 07:13:33.190,2008-11,2566.0,5.0,2.0,1,Low
onmouseover,2008-11-26 12:37:39.447,2009-06,7075.62,1.62,2.12,8,Low
nested-sets,2008-11-07 13:04:19.440,2009-05,5088.8,3.7,2.7,10,Low
tray,2008-12-01 16:49:34.430,2009-08,6703.75,8.5,2.75,4,Low
control-characters,2008-11-09 03:11:38.977,2008-11,7718.0,1.5,4.0,2,Low
sql-server-2008-r2,2008-11-11 17:07:59.553,2008-11,101087.0,30.5,7.0,2,Low
rijndael,2008-11-25 16:55:06.120,2009-02,9858.67,5.17,3.5,6,Low
cross-cutting-concerns,2008-12-01 17:14:47.250,2008-12,7161.0,4.0,4.0,2,Low
rational-numbers,2008-11-14 21:00:08.860,2008-11,3340.0,2.0,3.0,1,Low
radix-sort,2008-12-01 17:29:57.377,2008-12,5048.5,2.5,2.0,2,Low
executorservice,2008-11-18 15:47:09.893,2008-11,96922.83,130.0,7.67,6,Low
python-multithreading,2008-11-27 14:55:53.973,2008-11,822838.0,641.5,19.5,2,Low
terminate,2008-11-27 14:55:53.973,2009-02,184931.57,146.43,7.14,7,Low
fuser,2008-11-19 07:36:21.787,2008-11,48163.0,15.0,6.0,1,Low
mantissa,2008-11-02 14:31:44.443,2008-11,3117.0,2.5,4.0,2,Low
servicemodelex,2008-11-30 05:30:28.233,2008-11,4601.0,10.5,3.0,2,Low
geturl,2008-11-02 14:41:05.827,2008-11,13650.0,0.0,3.0,1,Low
digest,2008-12-01 18:13:19.987,2008-12,9733.17,6.33,3.17,6,Low
uptime,2008-11-27 15:18:38.217,2008-11,1880.0,1.0,3.33,6,Low
simplify,2008-11-27 15:33:37.483,2009-07,1347.33,2.5,4.83,6,Low
duck-typing,2008-11-03 20:56:11.607,2008-11,8519.11,17.78,6.67,9,Low
activesync,2008-10-23 22:24:10.120,2009-01,3908.56,2.22,2.22,9,Low
connect,2008-11-24 20:41:38.910,2008-11,328.0,1.0,2.5,2,Low
pdfkit,2008-11-14 03:45:28.840,2008-11,7116.0,2.5,1.5,2,Low
scrollbars,2008-11-12 01:39:50.097,2008-11,1579.5,1.0,1.0,4,Low
file-association,2008-11-07 13:16:55.700,2008-11,6001.3,6.6,2.4,10,Low
overwrite,2008-11-28 15:10:49.343,2009-02,719812.67,808.17,7.25,12,Low
visualbrush,2008-11-27 16:20:16.890,2009-03,2070.67,3.33,0.67,3,Low
qtruby,2008-11-18 07:37:58.710,2009-03,5887.67,1.0,3.0,3,Low
json-serialization,2008-12-01 19:48:33.447,2008-12,149337.0,183.0,9.0,1,Low
infix-notation,2008-11-18 07:43:15.847,2008-11,9801.0,34.33,17.0,3,Low
performancepoint,2008-11-27 16:50:28.703,2008-11,798.0,1.5,1.25,4,Low
logout,2008-11-27 16:51:02.540,2009-05,15155.18,8.45,5.18,11,Low
grails-orm,2008-11-28 15:38:17.853,2009-01,4477.5,4.89,2.72,18,Low
argumentnullexception,2008-12-01 20:20:42.443,2008-12,4786.0,8.0,3.0,1,Low
freemind,2008-11-27 17:12:28.097,2008-11,214.0,2.0,1.0,1,Low
firewire,2008-11-28 15:43:12.147,2008-11,675.0,2.0,1.5,2,Low
conceptual,2008-11-24 21:44:16.597,2008-11,1479.33,4.17,4.83,6,Low
tracd,2008-11-13 08:09:47.017,2008-11,177.0,1.0,1.0,1,Low
deploying,2008-11-30 07:02:14.880,2008-11,3135.33,5.33,3.67,3,Low
c++-loki,2008-11-02 16:23:28.133,2008-11,1588.5,2.5,2.0,2,Low
sqlobject,2008-11-09 03:46:40.000,2009-08,642.0,1.25,2.0,4,Low
hints,2008-11-05 15:37:48.193,2008-11,3167.0,5.5,5.5,2,Low
folksonomy,2008-11-05 15:39:51.980,2008-11,574.5,1.0,2.0,2,Low
rails-routing,2008-11-14 21:14:46.037,2008-11,8404.6,7.8,3.0,5,Low
apache-commons-httpclient,2008-12-01 20:46:16.013,2008-12,1950.0,1.5,1.5,2,Low
odbc-bridge,2008-11-17 13:53:16.007,2008-11,23941.0,25.0,4.0,2,Low
cache-control,2008-11-13 16:29:23.727,2008-11,137424.5,185.5,3.75,4,Low
void-pointers,2008-11-14 05:45:57.007,2009-05,11151.86,9.86,6.14,7,Low
xsd2code,2008-11-14 05:52:55.150,2008-11,30674.33,23.67,3.33,3,Low
mysql-gui-tools,2008-11-14 06:25:04.587,2008-11,42987.0,69.0,6.0,1,Low
degrafa,2008-11-19 18:32:20.950,2008-11,3588.67,1.83,2.33,6,Low
gui-designer,2008-11-22 20:18:58.020,2009-06,2807.75,3.33,3.33,12,Low
designmode,2008-11-14 07:27:53.790,2008-12,5614.67,6.33,3.0,3,Low
cpropertysheet,2008-11-28 15:48:47.393,2008-11,4544.5,4.0,1.0,2,Low
nsurlconnection,2008-12-01 21:21:32.540,2009-08,10423.53,9.05,3.16,19,Low
uipi,2008-11-07 13:48:25.247,2008-11,2814.0,1.0,2.0,2,Low
figsize,2008-12-01 21:24:44.280,2008-12,6052329.0,3206.0,15.0,1,Low
nsarraycontroller,2008-11-09 04:16:49.330,2009-05,2869.11,4.11,2.44,9,Low
mapreduce,2008-11-24 21:04:29.597,2009-07,7667.17,15.17,3.75,12,Low
sos,2008-12-02 14:49:48.867,2009-05,5678.0,7.2,3.6,5,Low
lambda-calculus,2008-11-27 18:24:21.180,2008-11,4066.5,9.33,2.67,6,Low
partial-mocks,2008-11-18 08:13:57.750,2008-11,1276.5,1.0,1.5,2,Low
rte,2008-11-13 08:27:36.390,2009-05,1530.8,1.2,2.2,5,Low
create-function,2008-11-17 14:35:25.453,2008-11,3350.5,2.0,4.0,2,Low
aol,2008-11-11 17:39:02.893,2009-08,929.17,0.83,2.0,6,Low
pywikibot,2008-11-17 14:44:44.000,2009-05,1372.4,2.8,2.0,5,Low
carbon-emacs,2008-11-27 18:38:22.133,2008-11,4783.0,11.0,5.0,1,Low
erase-remove-idiom,2008-11-28 16:00:42.813,2008-11,542.0,1.0,3.0,1,Low
getsystemmetrics,2008-11-17 14:54:08.753,2008-11,1131.0,0.0,1.0,1,Low
oxygene,2008-11-27 18:45:32.650,2008-11,813.4,1.6,2.0,5,Low
malloc-history,2008-11-17 15:04:45.613,2008-11,26515.0,7.0,4.0,1,Low
web-developer-toolbar,2008-10-22 18:02:53.550,2008-10,10225.0,11.0,6.0,1,Low
video-encoding,2008-11-24 21:13:57.533,2008-11,1973.0,1.75,2.5,4,Low
hosted,2008-11-18 09:20:59.940,2009-07,3080.33,2.33,2.83,6,Low
area,2008-11-02 16:51:52.053,2008-11,9673.33,11.33,5.67,3,Low
octal,2008-11-27 19:04:32.143,2008-11,16940.8,61.2,4.4,5,Low
ofstream,2008-11-27 21:56:05.823,2008-11,26513.5,23.0,7.25,4,Low
spring-integration,2008-11-15 18:09:28.970,2008-11,6028.67,3.33,3.33,3,Low
onfocus,2008-11-15 18:10:39.123,2008-11,56490.5,7.0,5.0,2,Low
database-diagramming,2008-11-11 17:54:59.910,2008-11,1888.0,5.0,3.0,1,Low
star-schema,2008-11-18 09:31:05.143,2008-11,8506.0,6.5,1.5,2,Low
name-value,2008-11-18 09:31:05.143,2008-11,23122.0,46.5,3.5,2,Low
compiler-flags,2008-11-12 02:47:42.567,2008-11,17775.0,15.0,4.67,3,Low
forward-reference,2008-11-28 16:52:09.247,2008-11,10839.5,6.0,4.0,2,Low
declarative,2008-11-13 14:19:05.097,2008-11,2062.12,10.62,4.62,8,Low
isolation,2008-11-11 17:58:22.137,2009-03,1841.43,3.43,3.14,7,Low
exchange-server-2007,2008-11-24 21:21:34.867,2008-12,4527.47,1.27,2.4,15,Low
xapian,2008-11-23 03:33:34.023,2008-12,1069.5,1.5,2.0,2,Low
aif,2008-11-13 08:50:27.637,2008-11,1741.0,1.0,1.0,1,Low
business-connector,2008-11-13 08:50:27.637,2008-11,1154.5,0.0,1.5,2,Low
getstring,2008-11-18 10:06:02.657,2008-11,5568.0,0.0,3.0,1,Low
subview,2008-11-18 15:58:25.847,2009-04,3542.44,2.22,1.78,9,Low
httpwebresponse,2008-10-23 22:46:09.297,2009-06,19421.58,13.21,3.0,19,Low
asp.net-mvc-beta1,2008-11-10 10:57:56.273,2008-11,4092.14,1.43,2.43,7,Low
publishing,2008-11-18 10:48:47.267,2009-07,3098.7,4.8,3.23,30,Low
information-theory,2008-11-18 11:07:15.683,2008-11,3141.0,4.0,3.5,2,Low
fpic,2008-12-02 01:31:39.197,2008-12,33259.0,23.0,7.0,1,Low
working-directory,2008-11-18 11:36:29.043,2009-07,77769.83,47.33,4.5,6,Low
into-outfile,2008-10-23 22:50:38.007,2009-07,13269.5,7.5,2.75,4,Low
yahoo-maps,2008-11-24 21:25:57.587,2008-12,14107.25,7.0,3.25,4,Low
nltk,2008-11-17 22:03:24.877,2008-11,25191.0,25.25,4.0,4,Low
procedural-programming,2008-12-02 01:56:08.603,2008-12,3991.0,6.33,7.33,3,Low
error-correction,2008-11-17 22:35:25.483,2008-11,3019.75,1.5,3.75,4,Low
dedicated-hosting,2008-12-02 01:59:03.137,2008-12,1177.5,2.5,2.67,6,Low
interop-domino,2008-11-20 19:03:20.963,2009-08,2621.0,0.0,1.75,4,Low
filter-input,2008-11-18 11:47:44.073,2008-11,18161.0,12.0,6.0,1,Low
soft-references,2008-11-27 20:52:00.633,2008-11,9540.0,14.67,7.33,3,Low
universe,2008-11-27 20:52:02.583,2008-11,711.0,1.5,2.0,2,Low
speex,2008-11-20 19:54:48.550,2009-08,2437.5,2.0,1.5,8,Low
object-test-bench,2008-11-07 19:49:21.197,2008-11,888.0,2.0,3.0,1,Low
access-levels,2008-12-02 03:08:05.743,2008-12,12208.5,10.0,7.0,2,Low
scrollview,2008-11-20 19:55:37.863,2008-11,28124.0,35.0,4.0,1,Low
proficy,2008-11-20 19:59:20.587,2008-11,14132.0,6.5,2.5,2,Low
syslistview32,2008-12-02 23:32:17.363,2008-12,2961.0,1.0,1.0,1,Low
pppoe,2008-11-20 20:36:58.920,2008-11,2678.0,3.0,2.0,1,Low
rrd,2008-11-09 19:50:59.303,2008-11,6387.5,4.0,4.0,2,Low
code-separation,2008-11-11 04:46:02.360,2008-11,10918.75,9.0,2.25,4,Low
objdump,2008-11-12 03:12:28.397,2008-11,3989.0,6.0,4.0,1,Low
producer-consumer,2008-11-12 03:12:35.357,2009-04,6553.57,5.0,2.14,7,Low
fresnel,2008-12-03 21:25:16.010,2008-12,25200.0,6.0,2.0,1,Low
ansi-sql,2008-12-02 14:56:45.250,2008-12,11709.5,29.0,6.0,6,Low
regedit,2008-12-02 14:57:43.580,2008-12,13647.0,12.0,2.0,1,Low
loose-coupling,2008-10-22 18:23:09.233,2009-01,26809.8,42.8,8.4,5,Low
transition,2008-12-03 00:14:19.243,2009-07,4483.64,2.07,3.21,14,Low
htmlgenericcontrol,2008-12-03 21:40:53.250,2008-12,6349.0,2.0,3.0,1,Low
lts,2008-11-14 09:08:53.820,2008-11,26643.0,26.0,3.0,1,Low
shared-objects,2008-12-03 00:41:50.623,2009-07,81613.4,23.0,2.7,10,Low
duplicate-symbol,2008-11-17 22:15:24.807,2008-11,1622.0,1.0,2.0,1,Low
visualvm,2008-12-03 21:57:29.377,2009-08,3616.71,4.71,2.57,7,Low
contains,2008-10-23 23:18:48.950,2009-02,191843.82,294.29,5.65,17,Low
remote-process,2008-12-03 22:03:49.850,2008-12,5125.67,2.67,4.0,3,Low
finder-sql,2008-11-30 10:08:50.183,2008-11,3786.0,5.0,4.0,1,Low
pen,2008-11-14 09:14:12.467,2008-11,2256.67,2.67,2.33,3,Low
mysql-error-1025,2008-12-03 22:25:05.673,2008-12,19080.5,9.5,2.5,2,Low
zero-padding,2008-12-03 22:39:51.883,2008-12,1542997.0,2173.0,19.0,1,Low
dxperience,2008-12-03 01:33:38.350,2008-12,3208.0,5.0,8.0,1,Low
trim,2008-11-11 18:17:26.043,2009-07,446355.27,485.09,9.55,11,Low
specialization,2008-11-11 18:17:46.637,2008-12,7225.44,6.89,3.11,9,Low
gdr,2008-12-03 01:37:34.410,2008-12,494.0,1.0,1.5,2,Low
movabletype,2008-12-03 22:55:48.137,2008-12,4637.67,2.0,2.33,3,Low
exception-safe,2008-11-13 09:26:52.853,2008-11,609.0,0.0,2.0,1,Low
vs-error,2008-12-03 23:11:45.140,2008-12,3078.0,2.0,2.5,2,Low
fastercsv,2008-12-03 23:16:50.047,2008-12,2026.33,1.33,2.0,3,Low
convenience-methods,2008-11-14 09:17:21.680,2008-11,837.0,2.0,2.5,2,Low
jquery-animate,2008-10-23 23:24:26.737,2009-08,13251.39,7.11,4.39,18,Low
io-buffering,2008-11-02 17:31:59.430,2008-11,402841.0,134.0,14.0,1,Low
cellspacing,2008-12-03 23:34:40.697,2008-12,43808.0,52.0,6.0,1,Low
subsonic-v3p2,2008-11-14 11:14:15.580,2008-11,1540.0,1.0,1.5,2,Low
pre-compilation,2008-11-14 11:26:59.203,2008-11,10046.0,21.5,4.5,2,Low
wxhttp,2008-11-14 11:31:21.097,2008-11,916.0,1.0,2.0,1,Low
bjam,2008-11-14 12:12:40.423,2008-11,12114.67,12.0,3.0,3,Low
mysql-insert-id,2008-11-14 12:19:16.353,2008-11,12918.0,6.0,6.0,1,Low
dsl-tools,2008-12-04 00:17:14.853,2009-02,2616.8,3.0,3.4,5,Low
sdf,2008-11-14 12:55:41.177,2008-11,14856.0,5.5,2.5,2,Low
urlhacks,2008-11-14 13:01:54.690,2008-11,897.0,2.0,9.0,1,Low
stdafx.h,2008-11-14 13:13:10.020,2008-11,38068.67,32.67,8.33,3,Low
localtime,2008-11-19 09:11:41.627,2008-11,2503.0,0.5,3.5,2,Low
rdoc,2008-11-28 18:11:08.293,2009-01,1339.22,3.44,2.22,9,Low
vsta,2008-11-02 17:35:59.517,2008-11,1065.0,1.0,3.0,1,Low
each,2008-10-21 05:43:55.960,2009-08,9767.11,4.56,3.0,9,Low
autostart,2008-10-21 05:44:13.277,2009-06,12637.8,6.2,4.2,5,Low
javax.comm,2008-11-18 16:22:54.237,2008-11,3301.33,2.33,2.0,3,Low
imdbpy,2008-11-09 06:39:52.583,2008-11,10319.0,8.0,2.0,1,Low
streamreader,2008-11-05 16:10:44.413,2009-05,17295.17,21.17,4.28,18,Low
hotmail,2008-11-17 04:37:59.527,2008-11,11869.43,7.29,3.0,7,Low
librsync,2008-10-22 18:27:11.707,2008-10,673.0,4.0,5.0,1,Low
coderush,2008-11-16 15:49:51.013,2008-11,3334.5,6.62,4.0,8,Low
ignoreroute,2008-11-07 20:01:32.700,2008-11,27307.0,23.0,4.0,1,Low
language-detection,2008-11-02 18:01:12.693,2008-11,3377.5,6.0,5.5,2,Low
formula-editor,2008-11-28 18:53:02.140,2008-11,116.0,1.0,2.0,1,Low
event-passthrough,2008-11-28 19:02:30.933,2008-11,4715.5,0.0,1.5,2,Low
frameset,2008-11-14 21:38:34.680,2009-08,2801.83,1.0,2.0,6,Low
uibarbuttonitem,2008-11-28 00:20:09.073,2009-07,49400.0,50.33,8.17,6,Low
ora-01461,2008-11-03 20:34:02.340,2008-11,3589.0,0.0,1.0,1,Low
componentone,2008-11-14 13:25:51.773,2008-11,8033.67,3.0,6.33,3,Low
forwarderrorcorrection,2008-11-17 22:35:25.483,2008-11,262.0,3.0,3.0,1,Low
blocking,2008-11-24 22:17:06.097,2009-04,13342.13,8.52,3.39,23,Low
throw,2008-11-03 20:42:52.337,2009-02,15649.12,15.75,7.25,8,Low
hardware-acceleration,2008-11-17 22:36:45.777,2008-11,537.0,1.0,1.0,1,Low
jarbundler,2008-10-21 06:04:29.787,2008-10,289.0,2.0,5.0,1,Low
opticalflow,2008-12-04 03:09:11.900,2008-12,4488.0,2.0,5.0,1,Low
kigg,2008-12-04 03:25:09.013,2008-12,430.2,0.6,1.4,5,Low
voicexml,2008-12-03 05:36:17.707,2008-12,517.0,1.5,2.0,2,Low
padding,2008-11-10 01:19:50.887,2009-03,68916.46,47.75,6.04,24,Low
oniguruma,2008-11-24 22:23:24.023,2008-11,483.0,1.0,1.0,1,Low
fromcharcode,2008-11-24 22:23:25.647,2008-11,2649.0,4.0,3.0,1,Low
rc,2008-11-07 20:10:02.230,2008-11,10159.0,7.0,2.0,2,Low
squirrelfish,2008-11-19 09:53:01.870,2008-11,1460.5,5.0,2.0,2,Low
alphabetized,2008-11-14 21:45:52.807,2008-11,535.0,1.67,2.33,3,Low
erase,2008-11-10 01:23:39.647,2009-06,61073.0,39.83,4.17,6,Low
avaudiosession,2008-11-13 17:09:11.837,2008-11,48258.0,55.0,8.0,1,Low
primary-interop-assembly,2008-12-02 15:07:14.700,2008-12,1347.0,1.0,1.0,2,Low
fix-protocol,2008-11-24 22:34:03.627,2008-11,2350.67,4.0,3.0,3,Low
logo-lang,2008-11-18 16:46:37.543,2008-11,1393.0,5.0,5.0,1,Low
remote-server,2008-12-04 05:26:24.870,2008-12,271557.4,783.6,7.6,5,Low
workflow-foundation-4,2008-12-04 05:31:23.550,2008-12,1351.5,3.75,3.25,4,Low
jedit,2008-11-17 15:56:07.223,2008-11,2451.0,2.75,2.75,4,Low
event-queue,2008-11-11 19:34:15.733,2008-11,3862.0,2.0,2.0,2,Low
type-erasure,2008-12-04 06:13:02.247,2008-12,40647.67,100.67,4.33,3,Low
xstream,2008-11-30 12:46:15.500,2009-08,10645.7,6.5,3.3,10,Low
nested-class,2008-12-03 13:37:18.297,2008-12,30069.0,42.62,4.38,8,Low
content-disposition,2008-12-03 06:20:08.413,2009-06,68882.0,35.5,4.25,4,Low
iroutehandler,2008-11-10 01:49:34.120,2008-11,4420.0,4.0,3.0,1,Low
silverlightcontrols,2008-12-03 13:41:35.633,2008-12,299.0,1.0,2.0,1,Low
ax,2008-12-04 07:34:32.707,2008-12,3297.0,2.67,2.33,3,Low
unit-type,2008-11-28 01:59:10.810,2008-11,8983.0,35.0,1.0,1,Low
suspend,2008-11-13 17:27:32.067,2009-08,10883.38,5.75,4.0,8,Low
uniqueidentifier,2008-11-30 15:11:18.217,2009-03,12585.71,8.38,4.21,24,Low
process-accounting,2008-12-04 07:44:13.033,2008-12,422.0,1.0,1.0,1,Low
expandable,2008-11-20 21:31:29.743,2008-11,3084.0,1.5,3.0,2,Low
getmessage,2008-11-14 22:08:09.753,2008-11,4256.0,6.0,5.0,1,Low
wap,2008-11-14 22:09:45.210,2008-11,1248.8,1.0,1.8,5,Low
subscription,2008-11-30 16:26:38.893,2009-02,2097.09,1.0,2.73,11,Low
selectedtext,2008-11-09 09:10:24.183,2008-11,76217.0,42.0,6.0,1,Low
linked-server,2008-11-30 16:42:29.873,2009-08,5679.72,1.64,2.28,25,Low
windows-error-reporting,2008-10-28 13:17:32.367,2008-12,23033.75,23.75,4.5,4,Low
midl,2008-12-05 16:03:21.837,2008-12,1854.6,1.8,1.8,5,Low
url-encoding,2008-11-18 03:07:13.127,2009-04,37907.67,43.13,4.47,15,Low
acronym,2008-11-15 19:43:27.530,2008-11,29151.67,40.33,6.33,3,Low
session-timeout,2008-11-18 12:55:33.377,2009-04,18924.55,6.27,4.0,11,Low
ndbunit,2008-11-18 13:00:05.440,2008-11,7202.67,4.33,1.67,3,Low
flops,2008-11-30 18:41:18.590,2008-11,34722.0,43.5,7.5,2,Low
libc,2008-11-17 16:09:06.840,2008-11,13424.25,35.0,3.5,4,Low
info.plist,2008-10-21 06:56:54.703,2008-10,189.0,1.0,2.0,1,Low
contextroot,2008-11-20 21:39:14.097,2008-11,1711.0,1.0,2.0,2,Low
msstyles,2008-11-14 22:17:58.093,2008-11,2172.0,2.0,2.5,2,Low
augmented-reality,2008-11-13 09:41:45.227,2009-06,8340.5,4.17,3.17,6,Low
email-headers,2008-11-28 02:30:50.620,2008-11,26317.0,20.5,4.5,2,Low
typography,2008-11-24 23:16:17.833,2009-02,33940.83,54.17,8.17,6,Low
uitoolbar,2008-10-22 18:45:42.357,2009-07,32938.78,49.0,6.0,9,Low
restlet,2008-11-13 09:47:49.143,2009-06,8328.89,11.44,2.78,9,Low
jquery-forms-plugin,2008-12-05 16:44:12.067,2008-12,5792.33,3.0,3.0,3,Low
job-queue,2008-11-17 23:00:30.753,2008-11,9801.33,13.33,6.0,3,Low
dockable,2008-11-18 13:22:54.333,2008-11,3279.0,2.0,3.0,1,Low
substring,2008-12-02 15:19:40.133,2009-03,219624.19,141.14,5.67,21,Low
eclipselink,2008-12-05 17:02:11.687,2009-05,3294.08,3.62,2.31,13,Low
toolbox,2008-11-13 19:58:12.900,2008-11,31851.7,30.7,5.5,10,Low
roaming-profile,2008-12-03 13:55:14.377,2008-12,4887.0,2.5,2.5,2,Low
memory-model,2008-10-24 00:16:47.757,2008-10,2685.5,11.0,4.5,2,Low
pass-data,2008-12-03 07:59:58.977,2008-12,1730.0,0.0,4.0,1,Low
irq,2008-11-12 04:01:01.670,2008-11,3467.67,4.33,2.33,3,Low
djgpp,2008-11-02 20:39:59.737,2008-11,1316.0,3.0,3.0,1,Low
expat-parser,2008-12-05 17:15:37.230,2009-03,8808.75,2.5,3.5,4,Low
ocs,2008-12-05 17:32:52.653,2008-12,828.75,0.5,1.5,4,Low
points,2008-12-05 17:50:55.880,2009-02,5407.4,7.2,2.6,5,Low
winmail.dat,2008-12-03 08:41:45.287,2008-12,5018.0,8.0,7.0,1,Low
pay-per-view,2008-11-28 21:01:40.837,2008-11,878.0,3.0,1.0,1,Low
devops,2008-10-24 00:44:45.000,2008-10,1008.0,5.0,6.0,1,Low
spoofing,2008-12-05 18:18:59.333,2008-12,2291.0,1.67,3.67,3,Low
python-coverage,2008-11-17 23:04:50.073,2008-11,1724.0,2.0,2.0,1,Low
uiimagepickercontroller,2008-11-02 21:18:43.810,2009-08,8938.27,5.53,2.87,15,Low
winscp,2008-11-18 17:10:24.780,2008-11,473814.0,251.0,15.0,1,Low
machine.config,2008-11-19 10:37:55.663,2008-11,2623.67,0.67,2.33,3,Low
magic-function,2008-11-17 16:25:58.863,2008-11,2494.0,7.0,2.0,1,Low
password-hash,2008-12-07 21:31:20.940,2008-12,88207.0,324.0,16.0,1,Low
createinstance,2008-11-03 21:10:40.220,2009-06,2898.75,1.5,3.25,4,Low
clsidfromprogid,2008-11-03 21:10:40.220,2008-11,2855.5,1.5,2.5,2,Low
nsdata,2008-11-02 21:22:53.503,2009-08,15152.89,16.67,3.06,18,Low
array-formulas,2008-11-24 23:52:05.950,2008-11,1459.0,4.0,5.0,1,Low
wincvs,2008-11-18 13:28:16.383,2008-11,24822.0,7.67,3.67,3,Low
platform-detection,2008-12-03 09:32:38.960,2008-12,228854.0,297.0,31.0,1,Low
transport,2008-11-17 23:35:43.757,2008-11,4969.33,1.67,3.0,3,Low
cpu-speed,2008-12-03 09:43:08.160,2008-12,9829.4,20.0,7.8,5,Low
modx,2008-10-21 08:12:35.240,2008-10,881.0,0.67,2.0,3,Low
dompdf,2008-11-05 16:37:30.957,2008-11,7465.67,5.0,4.67,3,Low
inline-code,2008-10-28 13:38:24.807,2009-07,1931.17,3.0,4.5,6,Low
vfs,2008-12-03 09:47:54.997,2008-12,1276.0,1.0,8.0,1,Low
name-length,2008-11-05 16:39:04.277,2008-11,266383.5,147.5,10.0,2,Low
user-activity,2008-12-03 09:50:36.817,2008-12,967.0,1.0,2.0,1,Low
autonumber,2008-11-19 16:35:09.047,2008-11,15601.0,3.6,4.4,5,Low
concurrenthashmap,2008-11-19 10:53:36.727,2008-11,460.0,3.0,5.0,1,Low
polynomial-math,2008-12-05 20:06:04.530,2008-12,6785.0,1.67,5.33,3,Low
modelform,2008-11-17 23:44:27.340,2008-11,6013.0,8.33,2.0,3,Low
sql-function,2008-11-14 22:35:06.953,2008-11,216333.0,256.0,9.5,4,Low
shared-ptr,2008-11-29 14:27:31.317,2008-12,82191.71,160.29,7.43,14,Low
scgi,2008-11-02 22:22:25.863,2008-11,11071.33,14.0,2.33,3,Low
google.load,2008-11-28 06:41:59.023,2008-11,2702.0,0.0,2.0,1,Low
system.net.mail,2008-11-28 22:52:55.807,2008-12,24574.62,11.15,4.77,13,Low
microfocus,2008-11-28 06:46:50.683,2008-11,19476.0,29.0,7.0,1,Low
jinternalframe,2008-11-28 23:05:28.417,2009-03,1642.67,2.0,1.33,3,Low
applicationcontext,2008-10-28 13:50:19.307,2008-10,150385.0,136.5,13.5,2,Low
nusoap,2008-11-17 16:42:14.713,2008-11,5533.33,4.0,2.67,6,Low
hosts-file,2008-11-25 00:31:51.923,2008-11,4038.5,2.5,2.5,2,Low
expression-evaluation,2008-12-03 10:29:20.797,2008-12,5425.0,9.0,9.33,3,Low
asp.net-session,2008-12-05 21:12:58.623,2008-12,141225.0,65.0,10.0,1,Low
wmi-query,2008-12-05 21:26:14.447,2009-06,3545.5,2.5,2.5,6,Low
sql-import-wizard,2008-11-25 00:40:08.083,2008-11,1606.0,1.0,4.0,1,Low
dsquery,2008-11-18 17:35:16.417,2008-11,40841.0,4.0,2.0,1,Low
rating,2008-11-02 22:39:51.803,2009-07,1214.83,0.83,1.83,6,Low
