Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score,Tag Rank (Top 100),Tag Usage %
magento,2008-12-17 00:17:38.590,2013-01,2338.87,0.96,1.36,16654,Low,100.0,0.0914
javascript,2008-08-03 21:42:37.903,2016-03,4353.52,3.0,1.71,1099075,Low,1.0,5.7983
java,2008-08-01 16:08:52.353,2014-03,4640.6,2.85,1.78,994517,Low,2.0,5.2467
c#,2008-07-31 21:42:52.667,2014-03,4203.61,3.09,1.79,833786,Low,3.0,4.3988
php,2008-08-01 12:50:18.587,2014-03,2934.76,1.51,1.71,769680,Low,4.0,4.0606
python,2008-08-02 03:35:55.697,2017-02,7938.55,5.44,1.78,601885,Low,5.0,3.1753
android,2008-08-26 15:30:38.367,2014-03,3523.15,2.8,1.53,596228,Low,6.0,3.1455
c++,2008-08-01 12:13:50.207,2014-03,3829.68,3.52,1.9,388585,Low,7.0,2.05
ios,2008-08-02 10:47:08.460,2015-07,2561.39,2.74,1.55,362387,Low,8.0,1.9118
html,2008-07-31 22:08:08.620,2014-03,4651.64,2.42,1.89,354055,Low,9.0,1.8679
jquery,2008-08-12 11:11:29.680,2013-03,3411.3,1.59,1.69,280912,Low,10.0,1.482
sql,2008-08-01 12:35:56.917,2014-03,5872.14,2.74,1.97,220521,Low,11.0,1.1634
mysql,2008-08-01 05:09:55.993,2014-03,3789.69,2.1,1.68,192950,Low,12.0,1.0179
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1945.49,2.22,1.51,187611,Low,13.0,0.9898
css,2008-08-03 21:42:37.903,2014-03,5075.18,3.0,1.82,176419,Low,14.0,0.9307
c,2008-08-01 23:27:24.993,2014-03,4063.94,2.54,2.06,168697,Low,15.0,0.89
r,2008-09-16 21:40:29.927,2016-04,4191.42,3.16,1.43,146906,Low,16.0,0.775
angularjs,2009-10-19 11:41:47.043,2015-07,3228.3,2.34,1.38,118304,Low,17.0,0.6241
asp.net,2008-08-01 19:23:13.117,2013-04,3334.22,2.03,1.68,114451,Low,18.0,0.6038
iphone,2008-08-04 19:02:36.777,2012-07,3040.07,2.7,1.91,93789,Low,19.0,0.4948
node.js,2009-08-23 00:55:49.140,2016-08,5171.13,4.25,1.42,86852,Low,20.0,0.4582
objective-c,2008-08-12 15:31:40.200,2012-08,2237.75,2.56,1.65,79169,Low,21.0,0.4177
sql-server,2008-08-01 18:33:08.333,2016-08,5617.19,2.78,1.78,77155,Low,22.0,0.407
json,2008-08-14 23:13:32.493,2016-04,4375.41,2.78,1.56,72075,Low,23.0,0.3802
linux,2008-08-01 14:36:18.640,2014-03,7511.18,4.99,1.76,71977,Low,24.0,0.3797
ruby,2008-08-01 13:38:27.133,2013-03,2710.08,3.39,1.77,71828,Low,25.0,0.3789
.net,2008-08-01 00:59:11.177,2010-08,4174.73,4.28,1.96,70638,Low,26.0,0.3727
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3646.98,2.62,1.57,68494,Low,27.0,0.3613
ajax,2008-08-04 17:53:32.500,2014-03,2855.09,1.57,1.52,66066,Low,28.0,0.3485
excel,2008-08-05 16:47:28.873,2016-06,5438.91,1.14,1.49,63523,Low,29.0,0.3351
git,2008-08-05 18:29:14.283,2016-01,14328.39,18.53,1.91,57774,Low,30.0,0.3048
regex,2008-08-04 13:47:10.547,2015-07,4235.92,2.99,2.02,57445,Low,31.0,0.3031
swift,2009-01-19 16:55:32.907,2015-07,3641.84,4.05,1.61,56268,Low,32.0,0.2968
vb.net,2008-08-01 12:43:11.503,2014-03,2989.88,1.06,1.45,55788,Low,33.0,0.2943
xml,2008-08-01 15:50:08.537,2014-03,2944.74,1.85,1.47,55293,Low,34.0,0.2917
vba,2008-08-22 13:24:24.697,2016-06,4326.44,1.01,1.48,53698,Low,35.0,0.2833
django,2008-08-21 19:41:57.870,2013-03,3329.29,3.31,1.47,53357,Low,36.0,0.2815
arrays,2008-08-01 12:30:57.630,2016-03,3937.89,2.48,1.84,51359,Low,37.0,0.271
database,2008-08-01 14:19:52.510,2014-03,4164.66,2.95,1.78,49411,Low,38.0,0.2607
matlab,2008-08-07 18:47:58.487,2015-04,1959.67,1.18,1.32,47385,Low,39.0,0.25
windows,2008-08-01 15:22:29.467,2014-03,8465.67,4.77,1.74,47221,Low,40.0,0.2491
wordpress,2008-08-17 16:35:15.920,2014-03,2029.88,0.84,1.34,46005,Low,41.0,0.2427
scala,2008-09-10 13:15:29.083,2016-11,2720.72,3.88,1.53,43896,Low,42.0,0.2316
bash,2008-08-11 10:40:41.363,2016-04,8129.78,7.06,2.09,42483,Low,43.0,0.2241
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,5788.77,2.47,1.66,41346,Low,44.0,0.2181
wpf,2008-08-11 01:34:34.773,2013-01,3821.71,3.11,1.53,41150,Low,45.0,0.2171
xcode,2008-08-08 04:25:11.630,2012-11,3198.7,3.63,1.6,39013,Low,46.0,0.2058
spring,2008-09-11 18:43:19.940,2016-08,5198.59,2.78,1.39,38079,Low,47.0,0.2009
mongodb,2008-09-08 20:16:16.717,2016-02,3676.05,2.95,1.34,37237,Low,48.0,0.1964
eclipse,2008-08-01 13:56:33.837,2014-03,4199.46,3.07,1.57,34128,Low,49.0,0.18
algorithm,2008-08-01 18:42:19.343,2015-04,4149.98,5.18,2.3,33115,Low,50.0,0.1747
string,2008-08-02 06:57:57.957,2014-03,8039.34,5.37,2.33,32735,Low,51.0,0.1727
macos,2008-08-04 18:51:38.543,2015-10,5138.47,4.88,1.6,31426,Low,52.0,0.1658
forms,2008-08-02 19:51:50.250,2014-03,3887.14,1.98,1.67,31227,Low,53.0,0.1647
apache,2008-08-05 21:45:11.033,2014-01,3775.61,1.89,1.31,30316,Low,54.0,0.1599
oracle,2008-08-02 01:52:54.653,2014-11,6203.95,1.79,1.61,30204,Low,55.0,0.1593
perl,2008-08-06 02:53:13.033,2013-05,2493.53,2.37,2.05,28589,Low,56.0,0.1508
postgresql,2008-08-03 17:44:07.450,2016-06,7059.18,5.11,1.53,28320,Low,57.0,0.1494
visual-studio,2008-08-03 14:53:53.550,2016-04,5163.04,5.89,1.86,26872,Low,58.0,0.1418
powershell,2008-08-05 18:01:32.547,2016-03,7466.1,3.39,1.61,26858,Low,59.0,0.1417
facebook,2008-08-21 21:38:43.190,2012-07,2092.62,1.46,1.16,26538,Low,60.0,0.14
entity-framework,2008-08-14 00:24:43.320,2014-01,3216.62,2.84,1.46,26400,Low,61.0,0.1393
image,2008-08-02 17:01:58.500,2014-04,4683.59,2.43,1.59,26360,Low,62.0,0.1391
angular,2013-11-14 10:12:42.260,2017-02,8590.98,6.49,1.61,25904,Low,63.0,0.1367
laravel,2012-06-07 08:46:37.830,2017-01,5735.15,3.05,1.63,25024,Low,64.0,0.132
python-2.7,2010-04-02 17:42:16.030,2016-03,3874.38,2.03,1.44,24541,Low,65.0,0.1295
.htaccess,2008-08-12 03:58:21.910,2014-03,1725.16,1.09,1.26,24085,Low,66.0,0.1271
hibernate,2008-08-25 17:25:22.610,2014-09,4252.65,2.2,1.36,23633,Low,67.0,0.1247
performance,2008-08-01 05:21:22.257,2013-07,4025.72,6.53,2.0,22999,Low,68.0,0.1213
shell,2008-08-04 21:04:06.407,2014-03,6983.42,4.97,1.92,22868,Low,69.0,0.1206
delphi,2008-08-12 12:10:14.663,2013-05,2861.27,2.55,1.73,22425,Low,70.0,0.1183
symfony,2010-02-23 20:53:34.540,2016-02,2553.95,1.87,1.32,22312,Low,71.0,0.1177
rest,2008-08-04 17:53:32.500,2015-07,4957.42,3.94,1.44,22292,Low,72.0,0.1176
maven,2008-09-16 10:34:05.223,2015-07,5496.95,3.4,1.43,21860,Low,73.0,0.1153
azure,2008-11-11 04:49:21.883,2017-02,2181.19,2.18,1.4,21611,Low,74.0,0.114
multithreading,2008-08-04 07:30:01.727,2014-03,3134.62,3.63,1.7,21575,Low,75.0,0.1138
haskell,2008-08-05 14:16:02.720,2014-11,1322.49,5.14,1.67,21572,Low,76.0,0.1138
uitableview,2008-09-24 15:54:26.390,2015-08,2076.07,1.82,1.74,21504,Low,77.0,0.1134
cordova,2009-07-03 23:52:38.623,2015-07,2074.12,1.67,1.26,21431,Low,78.0,0.1131
python-3.x,2008-08-29 16:20:43.467,2017-02,4637.04,2.77,1.55,21054,Low,79.0,0.1111
amazon-web-services,2008-08-27 15:31:27.517,2017-02,4919.49,4.58,1.56,20656,Low,80.0,0.109
sqlite,2008-08-01 22:34:42.853,2015-03,3039.1,2.42,1.44,20461,Low,81.0,0.1079
qt,2008-08-20 21:16:24.030,2013-08,3202.89,2.38,1.34,20278,Low,82.0,0.107
linq,2008-08-01 13:20:46.890,2013-03,3762.92,3.1,1.87,19958,Low,83.0,0.1053
actionscript-3,2008-08-05 16:09:12.570,2014-03,1028.84,0.56,1.38,19802,Low,84.0,0.1045
sql-server-2008,2008-08-12 21:47:45.277,2013-03,6458.05,2.44,1.88,19444,Low,85.0,0.1026
asp.net-mvc-4,2010-07-09 10:17:44.757,2013-08,3406.26,1.94,1.42,19155,Low,86.0,0.1011
xaml,2008-08-28 14:24:15.157,2014-04,2625.41,2.1,1.42,19117,Low,87.0,0.1009
hadoop,2008-08-20 10:43:13.227,2015-07,3350.37,1.83,1.37,19006,Low,88.0,0.1003
web-services,2008-08-01 04:59:33.643,2014-04,3435.0,2.1,1.41,18636,Low,89.0,0.0983
t-sql,2008-08-05 18:15:47.727,2013-08,9989.49,5.11,2.24,18278,Low,90.0,0.0964
google-chrome,2008-09-02 15:12:55.033,2014-01,6007.11,4.69,1.47,18203,Low,91.0,0.096
codeigniter,2008-08-16 19:27:20.473,2013-03,2633.95,0.85,1.6,18110,Low,92.0,0.0955
sorting,2008-08-02 00:40:58.200,2015-04,4471.07,3.52,2.01,18042,Low,93.0,0.0952
spring-mvc,2008-09-26 17:07:49.043,2015-09,5994.75,2.91,1.46,18011,Low,94.0,0.095
validation,2008-08-04 16:44:25.167,2014-01,4174.02,2.48,1.68,17900,Low,95.0,0.0944
winforms,2008-08-05 20:05:22.077,2013-10,4450.47,2.55,1.78,17859,Low,96.0,0.0942
batch-file,2008-08-19 00:21:12.237,2014-03,6205.35,2.35,1.65,17823,Low,97.0,0.094
list,2008-08-23 19:17:34.353,2014-03,7186.87,4.89,2.12,17737,Low,98.0,0.0936
reactjs,2013-05-20 03:44:25.653,2017-02,9337.36,6.62,1.64,17574,Low,99.0,0.0927
authentication,2008-08-03 11:21:54.520,2016-03,3508.06,2.74,1.43,17433,Low,100.0,0.092
javascript,2008-08-03 21:42:37.903,2016-03,4275.76,2.94,1.7,1148912,Low,1.0,5.8331
java,2008-08-01 16:08:52.353,2014-03,4552.25,2.79,1.76,1031094,Low,2.0,5.2349
c#,2008-07-31 21:42:52.667,2014-03,4133.36,3.03,1.78,859738,Low,3.0,4.365
php,2008-08-01 12:50:18.587,2014-03,2890.2,1.48,1.69,795597,Low,4.0,4.0393
python,2008-08-02 03:35:55.697,2017-03,7703.93,5.25,1.76,637582,Low,5.0,3.2371
android,2008-08-26 15:30:38.367,2014-03,3477.45,2.76,1.52,616139,Low,6.0,3.1282
c++,2008-08-01 12:13:50.207,2014-03,3755.26,3.45,1.88,401079,Low,7.0,2.0363
ios,2008-08-02 10:47:08.460,2015-07,2530.09,2.7,1.54,374357,Low,8.0,1.9006
html,2008-07-31 22:08:08.620,2014-03,4552.48,2.36,1.88,367765,Low,9.0,1.8672
jquery,2008-08-12 11:11:29.680,2013-03,3361.28,1.57,1.68,287368,Low,10.0,1.459
sql,2008-08-01 12:35:56.917,2014-03,5721.61,2.66,1.95,228527,Low,11.0,1.1602
mysql,2008-08-01 05:09:55.993,2014-03,3709.91,2.05,1.67,199970,Low,12.0,1.0153
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1921.78,2.19,1.5,192009,Low,13.0,0.9748
css,2008-08-03 21:42:37.903,2014-03,4976.29,2.94,1.81,182648,Low,14.0,0.9273
c,2008-08-01 23:27:24.993,2014-03,3971.19,2.47,2.04,174542,Low,15.0,0.8862
r,2008-09-16 21:40:29.927,2017-03,4045.35,3.06,1.42,156311,Low,16.0,0.7936
angularjs,2009-10-19 11:41:47.043,2015-07,3142.61,2.28,1.38,123164,Low,17.0,0.6253
asp.net,2008-08-01 19:23:13.117,2013-04,3300.38,2.01,1.67,116573,Low,18.0,0.5918
iphone,2008-08-04 19:02:36.777,2012-07,3034.13,2.69,1.91,94147,Low,19.0,0.478
node.js,2009-08-23 00:55:49.140,2017-03,5067.36,4.13,1.41,92568,Low,20.0,0.47
sql-server,2008-08-01 18:33:08.333,2017-03,5455.27,2.7,1.77,80568,Low,21.0,0.409
objective-c,2008-08-12 15:31:40.200,2012-08,2224.46,2.54,1.65,79860,Low,22.0,0.4055
json,2008-08-14 23:13:32.493,2017-03,4286.22,2.7,1.55,75793,Low,23.0,0.3848
linux,2008-08-01 14:36:18.640,2014-03,7322.96,4.85,1.74,74840,Low,24.0,0.38
ruby,2008-08-01 13:38:27.133,2013-03,2668.25,3.33,1.76,73454,Low,25.0,0.3729
.net,2008-08-01 00:59:11.177,2010-08,4138.34,4.25,1.95,71917,Low,26.0,0.3651
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3589.0,2.57,1.56,70508,Low,27.0,0.358
ajax,2008-08-04 17:53:32.500,2014-03,2802.97,1.53,1.51,68397,Low,28.0,0.3473
excel,2008-08-05 16:47:28.873,2017-03,5255.89,1.1,1.48,66851,Low,29.0,0.3394
git,2008-08-05 18:29:14.283,2017-03,13916.35,17.96,1.89,60128,Low,30.0,0.3053
swift,2009-01-19 16:55:32.907,2015-07,3507.81,3.9,1.59,60027,Low,31.0,0.3048
regex,2008-08-04 13:47:10.547,2015-07,4150.11,2.92,2.0,59275,Low,32.0,0.3009
vb.net,2008-08-01 12:43:11.503,2014-03,2937.8,1.04,1.44,57164,Low,33.0,0.2902
xml,2008-08-01 15:50:08.537,2014-03,2891.36,1.82,1.46,57019,Low,34.0,0.2895
vba,2008-08-22 13:24:24.697,2017-03,4171.05,0.99,1.47,56925,Low,35.0,0.289
django,2008-08-21 19:41:57.870,2013-03,3271.98,3.24,1.46,55467,Low,36.0,0.2816
arrays,2008-08-01 12:30:57.630,2016-03,3827.4,2.41,1.83,53719,Low,37.0,0.2727
database,2008-08-01 14:19:52.510,2014-03,4081.24,2.88,1.77,51118,Low,38.0,0.2595
matlab,2008-08-07 18:47:58.487,2015-04,1907.37,1.15,1.31,49252,Low,39.0,0.2501
windows,2008-08-01 15:22:29.467,2014-03,8286.75,4.67,1.73,48804,Low,40.0,0.2478
wordpress,2008-08-17 16:35:15.920,2014-03,2002.2,0.82,1.33,48103,Low,41.0,0.2442
scala,2008-09-10 13:15:29.083,2016-11,2690.89,3.78,1.53,46127,Low,42.0,0.2342
bash,2008-08-11 10:40:41.363,2017-03,7878.22,6.82,2.07,44560,Low,43.0,0.2262
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,5661.25,2.41,1.66,43094,Low,44.0,0.2188
wpf,2008-08-11 01:34:34.773,2013-01,3774.73,3.07,1.52,41888,Low,45.0,0.2127
xcode,2008-08-08 04:25:11.630,2012-11,3170.14,3.58,1.59,40235,Low,46.0,0.2043
spring,2008-09-11 18:43:19.940,2017-03,5109.3,2.73,1.38,39906,Low,47.0,0.2026
mongodb,2008-09-08 20:16:16.717,2016-02,3613.77,2.88,1.33,39078,Low,48.0,0.1984
eclipse,2008-08-01 13:56:33.837,2014-03,4169.5,3.04,1.56,34794,Low,49.0,0.1767
algorithm,2008-08-01 18:42:19.343,2015-04,4056.16,5.06,2.27,34206,Low,50.0,0.1737
string,2008-08-02 06:57:57.957,2014-03,7836.5,5.22,2.31,33885,Low,51.0,0.172
angular,2013-11-14 10:12:42.260,2017-03,8057.26,5.94,1.57,32938,Low,52.0,0.1672
macos,2008-08-04 18:51:38.543,2015-10,5085.06,4.82,1.58,32356,Low,53.0,0.1643
forms,2008-08-02 19:51:50.250,2014-03,3848.52,1.95,1.66,32186,Low,54.0,0.1634
oracle,2008-08-02 01:52:54.653,2017-03,6043.13,1.74,1.59,31422,Low,55.0,0.1595
apache,2008-08-05 21:45:11.033,2014-01,3723.25,1.87,1.3,31340,Low,56.0,0.1591
postgresql,2008-08-03 17:44:07.450,2016-06,6861.52,4.95,1.52,29962,Low,57.0,0.1521
perl,2008-08-06 02:53:13.033,2013-05,2462.0,2.34,2.04,29146,Low,58.0,0.148
powershell,2008-08-05 18:01:32.547,2017-03,7267.32,3.29,1.59,28473,Low,59.0,0.1446
visual-studio,2008-08-03 14:53:53.550,2017-03,5075.55,5.76,1.84,28143,Low,60.0,0.1429
laravel,2012-06-07 08:46:37.830,2017-03,5566.41,2.94,1.62,27252,Low,61.0,0.1384
image,2008-08-02 17:01:58.500,2014-04,4612.19,2.39,1.58,27189,Low,62.0,0.138
entity-framework,2008-08-14 00:24:43.320,2014-01,3181.4,2.8,1.45,27161,Low,63.0,0.1379
facebook,2008-08-21 21:38:43.190,2012-07,2085.53,1.46,1.15,27134,Low,64.0,0.1378
python-2.7,2010-04-02 17:42:16.030,2017-03,3759.91,1.97,1.42,25997,Low,65.0,0.132
.htaccess,2008-08-12 03:58:21.910,2014-03,1697.16,1.08,1.26,24776,Low,66.0,0.1258
hibernate,2008-08-25 17:25:22.610,2014-09,4202.29,2.17,1.35,24566,Low,67.0,0.1247
shell,2008-08-04 21:04:06.407,2014-03,6802.57,4.83,1.9,23818,Low,68.0,0.1209
performance,2008-08-01 05:21:22.257,2013-07,3967.78,6.42,1.98,23632,Low,69.0,0.12
python-3.x,2008-08-29 16:20:43.467,2017-03,4424.63,2.64,1.53,23560,Low,70.0,0.1196
rest,2008-08-04 17:53:32.500,2015-07,4859.84,3.83,1.43,23391,Low,71.0,0.1188
azure,2008-11-11 04:49:21.883,2017-03,2160.94,2.15,1.4,23280,Low,72.0,0.1182
symfony,2010-02-23 20:53:34.540,2016-02,2511.19,1.84,1.31,23115,Low,73.0,0.1174
delphi,2008-08-12 12:10:14.663,2013-05,2833.03,2.52,1.71,22893,Low,74.0,0.1162
maven,2008-09-16 10:34:05.223,2015-07,5390.56,3.32,1.42,22870,Low,75.0,0.1161
amazon-web-services,2008-08-27 15:31:27.517,2017-03,4809.13,4.46,1.54,22502,Low,76.0,0.1142
haskell,2008-08-05 14:16:02.720,2014-11,1303.14,5.03,1.66,22330,Low,77.0,0.1134
multithreading,2008-08-04 07:30:01.727,2014-03,3080.25,3.57,1.68,22222,Low,78.0,0.1128
uitableview,2008-09-24 15:54:26.390,2015-08,2044.13,1.79,1.74,22214,Low,79.0,0.1128
cordova,2009-07-03 23:52:38.623,2015-07,2077.2,1.67,1.25,22099,Low,80.0,0.1122
sqlite,2008-08-01 22:34:42.853,2015-03,2975.43,2.36,1.43,21278,Low,81.0,0.108
qt,2008-08-20 21:16:24.030,2013-08,3160.15,2.34,1.33,20940,Low,82.0,0.1063
reactjs,2013-05-20 03:44:25.653,2017-03,8854.1,6.2,1.62,20881,Low,83.0,0.106
linq,2008-08-01 13:20:46.890,2013-03,3685.28,3.03,1.86,20530,Low,84.0,0.1042
actionscript-3,2008-08-05 16:09:12.570,2014-03,1022.06,0.56,1.38,19967,Low,85.0,0.1014
hadoop,2008-08-20 10:43:13.227,2015-07,3307.63,1.8,1.36,19787,Low,86.0,0.1005
sql-server-2008,2008-08-12 21:47:45.277,2013-03,6377.45,2.41,1.87,19751,Low,87.0,0.1003
xaml,2008-08-28 14:24:15.157,2014-04,2585.42,2.06,1.41,19721,Low,88.0,0.1001
asp.net-mvc-4,2010-07-09 10:17:44.757,2013-08,3394.17,1.93,1.41,19390,Low,89.0,0.0984
web-services,2008-08-01 04:59:33.643,2014-04,3400.55,2.07,1.4,19072,Low,90.0,0.0968
t-sql,2008-08-05 18:15:47.727,2013-08,9696.05,4.96,2.22,18935,Low,91.0,0.0961
google-chrome,2008-09-02 15:12:55.033,2014-01,5927.48,4.63,1.47,18896,Low,92.0,0.0959
sorting,2008-08-02 00:40:58.200,2015-04,4359.51,3.42,2.0,18793,Low,93.0,0.0954
codeigniter,2008-08-16 19:27:20.473,2013-03,2579.96,0.84,1.6,18784,Low,94.0,0.0954
spring-mvc,2008-09-26 17:07:49.043,2015-09,5890.72,2.86,1.45,18728,Low,95.0,0.0951
list,2008-08-23 19:17:34.353,2014-03,6992.88,4.74,2.11,18503,Low,96.0,0.0939
batch-file,2008-08-19 00:21:12.237,2014-03,6027.11,2.28,1.64,18485,Low,97.0,0.0938
validation,2008-08-04 16:44:25.167,2014-01,4177.65,2.48,1.68,18418,Low,98.0,0.0935
winforms,2008-08-05 20:05:22.077,2013-10,4376.0,2.5,1.76,18264,Low,99.0,0.0927
authentication,2008-08-03 11:21:54.520,2016-03,3471.5,2.72,1.42,18076,Low,100.0,0.0918
javascript,2008-08-03 21:42:37.903,2016-03,4191.12,2.87,1.69,1199080,Low,1.0,5.8674
java,2008-08-01 16:08:52.353,2014-03,4475.99,2.74,1.75,1064226,Low,2.0,5.2075
c#,2008-07-31 21:42:52.667,2014-03,4064.52,2.98,1.76,885275,Low,3.0,4.3319
php,2008-08-01 12:50:18.587,2014-03,2847.86,1.45,1.69,820046,Low,4.0,4.0127
python,2008-08-02 03:35:55.697,2017-03,7467.47,5.07,1.74,675114,Low,5.0,3.3035
android,2008-08-26 15:30:38.367,2014-03,3440.82,2.74,1.52,636012,Low,6.0,3.1122
c++,2008-08-01 12:13:50.207,2014-03,3697.03,3.4,1.87,411822,Low,7.0,2.0152
ios,2008-08-02 10:47:08.460,2015-07,2502.1,2.67,1.53,387228,Low,8.0,1.8948
html,2008-07-31 22:08:08.620,2014-03,4457.48,2.3,1.88,381634,Low,9.0,1.8674
jquery,2008-08-12 11:11:29.680,2013-03,3314.03,1.54,1.67,293742,Low,10.0,1.4374
sql,2008-08-01 12:35:56.917,2014-03,5575.05,2.59,1.94,236605,Low,11.0,1.1578
mysql,2008-08-01 05:09:55.993,2014-03,3632.3,2.0,1.66,206637,Low,12.0,1.0111
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1900.56,2.16,1.49,196267,Low,13.0,0.9604
css,2008-08-03 21:42:37.903,2014-03,4883.3,2.88,1.8,189020,Low,14.0,0.9249
c,2008-08-01 23:27:24.993,2014-03,3904.16,2.42,2.02,179200,Low,15.0,0.8769
r,2008-09-16 21:40:29.927,2017-03,3897.31,2.96,1.4,166315,Low,16.0,0.8138
angularjs,2009-10-19 11:41:47.043,2015-07,3074.87,2.22,1.37,127189,Low,17.0,0.6224
asp.net,2008-08-01 19:23:13.117,2013-04,3265.18,1.99,1.66,118586,Low,18.0,0.5803
node.js,2009-08-23 00:55:49.140,2017-07,4966.57,4.04,1.4,98764,Low,19.0,0.4833
iphone,2008-08-04 19:02:36.777,2012-07,3026.45,2.69,1.91,94520,Low,20.0,0.4625
sql-server,2008-08-01 18:33:08.333,2017-03,5308.38,2.62,1.75,83786,Low,21.0,0.41
objective-c,2008-08-12 15:31:40.200,2012-08,2211.86,2.53,1.64,80522,Low,22.0,0.394
json,2008-08-14 23:13:32.493,2017-03,4196.99,2.64,1.54,79353,Low,23.0,0.3883
linux,2008-08-01 14:36:18.640,2014-03,7204.23,4.75,1.73,77382,Low,24.0,0.3787
ruby,2008-08-01 13:38:27.133,2013-03,2632.22,3.28,1.75,75014,Low,25.0,0.3671
.net,2008-08-01 00:59:11.177,2010-08,4106.27,4.21,1.94,73156,Low,26.0,0.358
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3538.62,2.53,1.55,72377,Low,27.0,0.3542
ajax,2008-08-04 17:53:32.500,2014-03,2751.03,1.5,1.5,70704,Low,28.0,0.346
excel,2008-08-05 16:47:28.873,2017-03,5082.78,1.07,1.47,70287,Low,29.0,0.3439
swift,2009-01-19 16:55:32.907,2015-07,3390.7,3.78,1.57,63957,Low,30.0,0.313
git,2008-08-05 18:29:14.283,2017-03,13528.5,17.4,1.88,62528,Low,31.0,0.306
regex,2008-08-04 13:47:10.547,2015-07,4065.92,2.85,1.99,60996,Low,32.0,0.2985
vba,2008-08-22 13:24:24.697,2017-07,4005.28,0.95,1.46,60720,Low,33.0,0.2971
xml,2008-08-01 15:50:08.537,2014-03,2842.01,1.78,1.46,58704,Low,34.0,0.2873
vb.net,2008-08-01 12:43:11.503,2014-03,2889.53,1.02,1.43,58514,Low,35.0,0.2863
django,2008-08-21 19:41:57.870,2013-03,3211.96,3.17,1.45,57726,Low,36.0,0.2825
arrays,2008-08-01 12:30:57.630,2016-03,3732.24,2.35,1.82,56031,Low,37.0,0.2742
database,2008-08-01 14:19:52.510,2014-03,4002.88,2.82,1.75,52767,Low,38.0,0.2582
matlab,2008-08-07 18:47:58.487,2015-04,1872.55,1.13,1.31,50695,Low,39.0,0.2481
windows,2008-08-01 15:22:29.467,2014-03,8115.58,4.58,1.71,50354,Low,40.0,0.2464
wordpress,2008-08-17 16:35:15.920,2014-03,1968.69,0.81,1.33,50236,Low,41.0,0.2458
scala,2008-09-10 13:15:29.083,2016-11,2659.61,3.67,1.52,48488,Low,42.0,0.2373
bash,2008-08-11 10:40:41.363,2017-03,7652.45,6.62,2.05,46547,Low,43.0,0.2278
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,5542.79,2.36,1.65,44752,Low,44.0,0.219
wpf,2008-08-11 01:34:34.773,2013-01,3723.91,3.03,1.51,42676,Low,45.0,0.2088
spring,2008-09-11 18:43:19.940,2017-06,5026.77,2.68,1.37,41851,Low,46.0,0.2048
xcode,2008-08-08 04:25:11.630,2012-11,3132.84,3.53,1.59,41493,Low,47.0,0.203
angular,2013-11-14 10:12:42.260,2017-07,7535.67,5.4,1.53,41033,Low,48.0,0.2008
mongodb,2008-09-08 20:16:16.717,2016-02,3540.6,2.81,1.31,40818,Low,49.0,0.1997
eclipse,2008-08-01 13:56:33.837,2014-03,4122.63,3.0,1.55,35469,Low,50.0,0.1736
algorithm,2008-08-01 18:42:19.343,2015-04,3970.83,4.96,2.25,35180,Low,51.0,0.1721
string,2008-08-02 06:57:57.957,2014-03,7669.43,5.09,2.3,34964,Low,52.0,0.1711
macos,2008-08-04 18:51:38.543,2015-10,5039.64,4.78,1.57,33265,Low,53.0,0.1628
forms,2008-08-02 19:51:50.250,2014-03,3788.95,1.91,1.65,33144,Low,54.0,0.1622
oracle,2008-08-02 01:52:54.653,2017-03,5887.94,1.69,1.58,32646,Low,55.0,0.1597
apache,2008-08-05 21:45:11.033,2014-01,3657.87,1.84,1.29,32321,Low,56.0,0.1582
postgresql,2008-08-03 17:44:07.450,2017-05,6631.22,4.78,1.5,31621,Low,57.0,0.1547
powershell,2008-08-05 18:01:32.547,2017-03,7044.19,3.19,1.58,30151,Low,58.0,0.1475
perl,2008-08-06 02:53:13.033,2013-05,2431.97,2.3,2.03,29649,Low,59.0,0.1451
laravel,2012-06-07 08:46:37.830,2017-03,5391.24,2.83,1.62,29461,Low,60.0,0.1442
visual-studio,2008-08-03 14:53:53.550,2017-03,4965.28,5.6,1.81,29334,Low,61.0,0.1435
image,2008-08-02 17:01:58.500,2014-04,4533.52,2.35,1.57,27938,Low,62.0,0.1367
entity-framework,2008-08-14 00:24:43.320,2014-01,3143.05,2.76,1.44,27866,Low,63.0,0.1364
facebook,2008-08-21 21:38:43.190,2012-07,2066.12,1.45,1.15,27700,Low,64.0,0.1355
python-2.7,2010-04-02 17:42:16.030,2017-03,3677.75,1.92,1.41,27473,Low,65.0,0.1344
python-3.x,2008-08-29 16:20:43.467,2017-07,4244.37,2.5,1.5,26296,Low,66.0,0.1287
hibernate,2008-08-25 17:25:22.610,2014-09,4141.75,2.15,1.34,25433,Low,67.0,0.1245
